date,review,star_rating,name
"December 24, 2017",Possibly the most dissapointing movie ever for me. Very nice visually but how this script made it all the way to the theather is a mystery. I have never found so many dumb plotholes when watching a movie... and the handling of Lukes was insulting for someone who grew up with originals.,1, Anders W
"December 24, 2017","Visually, the movie is absolutely gorgeous, but unfortunately it feels bloated and re-established characters don't act the way they did before. Do not expect any answers to questions you had from The Force Awakens. Don't get me wrong, its fun, but its so dense with new mythology that it took me a while to really process it. 

Pros: 

- Great Cinematography 

- Luke/Leia 

- Great fight scenes

Cons:

- No character payoff

- Bloated and too dense

- Cool concepts wasted

- Longest space chase sequence in history",2, 
"December 24, 2017","The movie was visually stunning. It was a good movie but as has been said many times, it was not a good star wars movie. It is ok to go against expectation and try new things, but it is not ok to totally trash plot threads in less than a minute. If it was a stand alone movie then plot threads can be at the whim of the director/writer. This was supposed to be a trilogy and to have divergent directions in the story telling shows a lack of planning.",0.5, Mark L
"December 24, 2017","Imagine watching Superman who can't fly. Or Batman who had never heard of Gotham. Imagine the Joker accidentally blowing himself up as soon as he appears. Star Wars DNA Completely butchered by the Last Jedi. Even if you ignored the malalignment of the force within the movie, the plot and acting were terrible bar one Daisy Ridley. Rey's cameos saved the show indeed. The force shall never be the same again.",2, 
"December 24, 2017","Take ""Star Wars"" out of the title and you still hot a hot mess. A movie that insults the audience with almost every frame. From ignoring the laws of physics to an absolute ignorance of the 40 years of work preceding it; this movie will stand as the absolute worst of the saga. Disney and Co. need to do some serious soul-searching after this. 

Of course it will make money, but unfortunately that isn't a metric for success within a saga. This movie may have done irreparable damage to all future star wars films within the hardcore and casual fan base. It has retroactively ruined the series, something I didn't think was even possible?!? It feels like Lucas sold the rights to Disney knowing that they would screw up (and badly) thereby making the prequels look like works of genius. Frankly I'm embarrassed for the actors having to go through this, and the executives should be ashamed for this being the last time we'll see Princess Leia. What a terrible last film to have attributed to an otherwise wonderful career. RIP Carrie, you deserved better. 

Speaking of deserved better:

When the man who literally defines Star Wars (other than Vader) tell you ""this is wrong."" it's time to take a step back and think...""Hmmmm, maybe this isn't such a good idea after all.""

Kudos for a beautiful film and the score was top notch, but these are expected. Huge plot holes, gimmicky gotcha moments, literally contradicting itself in the next scenes. It's just awful. 

Save your money.",0.5, Bryce A
"December 24, 2017","Take ""Star Wars"" out of the title and you still hot a hot mess. A movie that insults the audience with almost every frame. From ignoring the laws of physics to an absolute ignorance of the 40 years of work preceding it; this movie will stand as the absolute worst of the saga. Disney and Co. need to do some serious soul-searching after this. 

Of course it will make money, but unfortunately that isn't a metric for success within a saga. This movie may have done irreparable damage to all future star wars films within the hardcore and casual fan base. It has retroactively ruined the series, something I didn't think was even possible?!? It feels like Lucas sold the rights to Disney knowing that they would screw up (and badly) thereby making the prequels look like works of genius. Frankly I'm embarrassed for the actors having to go through this, and the executives should be ashamed for this being the last time we'll see Princess Leia. What a terrible last film to have attributed to an otherwise wonderful career. RIP Carrie, you deserved better. 

Speaking of deserved better:

When the man who literally defines Star Wars (other than Vader) tell you ""this is wrong."" it's time to take a step back and think...""Hmmmm, maybe this isn't such a good idea after all.""

Kudos for a beautiful film and the score was top notch, but these are expected. Huge plot holes, gimmicky gotcha moments, literally contradicting itself in the next scenes. It's just awful. 

Save your money.",0.5, Bryce A
"December 24, 2017",Complete rubbish. Totally disrespected the character of Luke. Don't waste your time or money. Go see Jumanji or Bright on Netflix.,0.5, 
"December 24, 2017",It's in my top three starwars films in my book. With Rogue One and Empire Strikes Back,5, 
"December 24, 2017","Absolute GARBAGE. Since this is canon, now, there's no going back. This trash is the way it will be. I'm done with Star Wars.",0.5, Max J
"December 24, 2017",Good movie overall i really enjoyed its story and visiual effects but its kinda dissapointing overall for some fans with its portrayl of characters,5, Shahmir M
"December 24, 2017",I love Star Wars but this part is just terrible!,1, Szymon P
"December 24, 2017","Poor writing, directing, dialog, failed attempts at humour and completely discards everything from the previous instalment.",0.5, Ansar M
"December 24, 2017",The movie was very meh. I didn't hate it. I didn't love it.,2, 
"December 24, 2017","Spoiler Alerts Throughout: You might come out the other end feeling like a rotten banana. 

I've now had a day to ponder what exactly it was I witnessed yesterday in the theatre. I reserved seats with my family and prepared for a sumptuous Christmas treat. My step daughter had previously seen it and I had asked for absolutely no opinions which she obliged to admirably. For all intents and purposes, I entered the theatre bathed in a fresh wash of midi-chlorians: I was free from media bias and friendly opinions, a 'Last Jedi' virgin!

My first grimace came after an intergalactic version of call waiting remorse. The brilliant strategy of the rebel fleet (most notably Poe as Leia tried to distance herself from such a childish stunt) was to delay the amassed First Order by playing clueless with General Hux via ship to ship communications? Yes, I admit I laughed; with a little cringe, but inside my nerve endings were tensing. Was this how it was going to be for the rest of the movie??? 

And to a certain degree it was... Without splaying out the guts of the entire movie I can say it was slathered with cheap gags, political correctness, terrible ineffectual subplots, ridiculous strategies and outcomes and a complete trouncing of the force; BB8 became a slot machine, mansplaining Poe got a slap down, a whole quarter or third of the movie resulted in nothing furthering the plot, miraculous rebel bases appearing and surprise hyperspace rebel ship ballistics (really???) interspersed with notions of messing with the most important aspect of Star Wars: the Force.... Let me explain...

Han Solo died in the last instalment and with him the embodiment of the Star Wars I liked. He was tongue in cheek, daring and courageous. But most importantly, he tapped into that gut intuition, that fly by your pants recklessness, that last minute brilliant insight that is part genius and part insane. This is what makes great drama and fun adventure. To me this is the non-Jedi use of the force. ""Never tell me the odds!"" Instead we are presented with the best rebel pilot being beaten down for his instinct?!? He is denied and kicked out of the inner decision making circle. Let's face it - the rebellion is practically a non-existent ragtag fleet by this point. They need to be reckless and take daring risks. (Remember this is drama not reality. IMO real world politics have no place in a 2.5 hour space adventure movie). I know many will say that there is still plenty of daring to be had but in my mind the writers really took a cheap political shot at pissing on Han Solo's grave. It made me feel ill. And it stuck with me throughout the entire movie.

Lastly, I believe Luke Skywalker got the short end of the stick. His little screw up created a Sith Lord??? Oh really?? And what now, he's having an edge of the galaxy 'woe is me' temper tantrum? In my mind, highly trained Jedi Masters don't have little screw ups. Its just not in their nature. Their midi-chlorians wouldn't allow it. Any person who can fish with a 200 ft fishing spear without using the force is not going to have little galactic altering screw ups. Seriously ridiculous...

If only this movie could be erased from the Star Wars canon. Go away Disney and take your space faring Mary Poppins with you!

I could go on and on. I wanted to walk out in the last 15 minutes. 

In the car ride home I discovered that I was the only one so damning of the 'Last Jedi'. For the most part, the millennial teens in my car liked it. Polarizing? No doubt! Empire Strikes Back it is not! I had high hopes after loving Rogue One. The Last Jedi has sunk far to the bottom for me in a galaxy not so far away it seems. I'll end on a positive note. I really liked DJ (the slinky code cracker character played by Benicio Del Torro). He had my favourite line in the movie. I can't quite remember it but it was something like ""flibidy floop"" or maybe it was ""blibidiy blop""?",1.5, Willem B
"December 24, 2017",Beautiful addition to the Star Wars family. Liked it even more the second viewing!,5, Joseph A
"December 24, 2017","I grew up with Star Wars, and I know the ways of a Jedi better than Rian Johnson. Luke's demise was completely out of the character development of his past solid storyline and in his Jedi training. It was poor writing to get rid of Mark Hamill likely at Disney's request or KK. The movie was too long. The Canto Brite scene was unnecessary and impractical considering the Rebel fleet only had 6 hours of fuel remaining. Shoddy writing. Star Wars had a good run but it stinks now. It made this much money only because fans had to pay to go see it before they could hate it. You see, fans had HOPE, which is what a Jedi always has.....and Luke would have had. Rian Johnson didn't understand that. There's a reason this movie made less than TFA. I'm sure the 3rd installment will make even less money. The Force is no longer strong in Star Wars. Corporate greed, power, and political agendas are though. Don't see it.",0.5, DC B
"December 24, 2017","Huge disappointment, cash grab and movie for little kids :(",1, ?ukasz C
"December 24, 2017","A good continuation of the saga. Some unexpected twists kept it from being boring. The pacing dragged very slightly in spots, but most of the time the story was engaging. Some details seemed a little off (the bombs dropping, for example) but that was a minor distraction. Felt less like a middle-of-the-story film, but still leaves the viewer looking forward to more.",4, A C
"December 24, 2017","I really liked the movie. I should watch it again perhaps, and I still need to think about everything, but the general Star Wars symbolism that I love so much was sooo there. 

Cause and effect, we know how the Force works.

I also had no problem with Luke's characterisation, which I know some disagree with. He's not the 23-year-old young Jedi who faced his father and the Emperor. So I never expected him to be exactly the way he used to be when he was younger. So it wasn't just seeing Luke again... it was learning who he was now, what he's been through since we last saw him, as opposed to who he used to be. Seeing the man too, not just the legend. He will always be my favourite and TLJ changed none of that.",5, Éva V
"December 24, 2017",They should've had one vision & one director. Not this. This was a misuse of the force. An attempt at forced humor & forced shock value. Movie itself was okay but Mark Hamill deserved better than this as well as the fans.,2.5, franklyn r
"December 24, 2017",Fantastic movie with many twists that are very unexpected,5, John W
"December 24, 2017","Definitely a better than average entry in the franchise. Not nearly as much blatantly ignoring everything that has come before, enough character development that I actually care what happens to the core characters after this film ends, and it has Porgs.",3.5, Eddie K
"December 24, 2017","Extremely disappointed in this movie. I've never wrote a review for this website but I had to..here are some of the parts I disliked (most of the movie).

CONS:

- Portraying Luke Skywalker, someone full of hope, as a nephew murderer. Luke, in the original trilogy, saw that tiny little bit of light in Darth Vader and tried to turn him back to the light. In this movie he sees a some darkness in Ben and immediately thinks that he needs to be destroyed. On top of that, his humor and pessimistic behavior is just not him.

- Leia flying, what was that? RIP Carrie but why is she still alive in the movie? They so many chances to have her go off in a good way: tie fighters taking her out to show that Kylo couldn't bring himself to do it or having her stay on the ship instead of the pink-haired character. If they announce her death in the opening crawl in Ep. 9, I will walk out of the theater.

- The completely pointless hour of subplot with Finn and Rose.. If the pink-haired admiral would have told Poe and the rest of the the Resistance that they were planning to escape to an abandoned rebel base to flee from the Empire, this would have happened. Finn, Rose, and Poe would have never tried to break into Snoke's ship meaning they would not have gone to Canto Bight, met the hacker who betrayed them and got a bunch of Rebel transports blown up on the way to Crait. They would have just stuck with the escape plan all along.

- Unnecessary humor and scenes..Why did they have to add in a scene where Kylo was shirtless and Rey acknowledges it? like cmon...some of the humor was god awful. 

- Killing Snoke off with no explanation of who he is or how he came into power. They literally copy and pasted Emperor Palpatine into this movie despite the fact in the canon novelization of Force Awakens, they claim he has ""been around for the rise and fall of the Empire"". This would mean that he would have existed during Sidious' reign but someone wasn't sensed. If he was so powerful to hide himself from the most powerful Sith lord, how did he get killed by the oldest trick in the book? He was able to connect the minds of two force users but couldn't sense a lightsaber to his side. Waste of a potentially great character.

- No true lightsaber duel.

- Setting up the next movie to be extremely predictable: Rey fights Kylo and Rey wins, Resistance builds up from nothing and beats the First Order.

- Trying to develop new characters before fleshing out characters from the 7th movie. That scene at the end of the movie with the force-sensitive kid and the broom...that should have been at the end of the 9th movie to set up a new trilogy. Instead those kids will probably be huge parts of the 9th movie. 

PROS:

- Looks good. (Expected)

- Rey is a great character. I love that her parents are nobodies, much like other Jedi, she is without force-sensitive parents.

- Kylo developed better than I expected him to. I didn't like him in the 7th movie very much.

- Snoke scenes were awesome and the battle against the guard was great.",0.5, Ian P
"December 24, 2017","!!!SPOILERS ALERT!!!

This is a different Star Wars. A Star Wars I'm not familiar with. But at the same time, it's a Star Wars I like a lot. It's really hard to say whether TLJ is better than the others or not (we do know the answer when it comes to the prequels) since it is different. So let's talk about the things I liked about TLJ.

TLJ had a lot of humor and there was a little bit of darkness in it as well. It wasn't that dark as I expected but it did had some dark elements in it. The humor in this movie was incredible. It had me every time. The movie it self was beautifully shot. I liked the scenes in the island a lot! They were in my opinion quite deep. The action in this movie was good as well. Really good! (Puppet) Yoda was in it (that was the expectation that seemed to be true) as well and I loved that. Okay, maybe he didn't look that great but it was still enormously pleasing to see our old little green and wise friend. Rey had some conversations with Kylo by using the force and that was great to see. That is something that made TLJ differ from the other Star Wars movies. The Canto Bight scenes were okay. 

Okay, those were the good things. What were the negative things? Two words: plot points. I had a lot of questions about Snoke and Rey. Snoke was killed by Kylo Ren (whose acting was superb) at almost the last part of the movie. I'm quite dissatisfied with this decision. Who is Snoke? Where is he from? WHAT IS HIS ORIGIN? Those questions weren't answered in TLJ since he was cut in half by his apprentice. I do get the point why Rian Johnson took this decision. Rian said: ""When I was working on the character of Kylo, I came to a place where I thought the most interesting thing would be to knock the shaky foundation out from under him at the beginning of this movie...By the end of this film, he's gone from being a wannabe Vader to someone who is standing on his own feet as a complex villain taking the reins."" That is a good reason. But come on! Couldn't you just answer those questions first and then chop him with a light saber? Anyways, it happened. And Rey? Rey's biggest question is answered. Who are here parents? The answer is that they were nobody. Just some junks who sold her for drinking money.......... That answer could have been way better. However this is something that is said by Kylo. I hope that what Kylo said isn't true. I really do since this is just a bad answer to a major plot point. 

And now, the ending. The ending starts when Kylo chops Snoke in half. Rey and Kylo then starts to fight Snoke's red guard (yes, Rey & Kylo. Rey came to Snoke's ship to confront Kylo and turn him back to the light side). My god that scene looked awesome as f*ck. It was so awesome to see Rey and Kylo teaming up and beating the hell out of those red guards. Then, Vice Adm. Holdo enters hyperspace with a resistance cruiser called the Raddus. And no, she isn't escaping from the First Order. In fact she just flies directly into Snoke's ship. That scene... that scene was so incredible. It was so mind blowing. Rey escapes after having a fight with Kylo again, Kylo declares himself new Supreme Leader and the rebellions, who escaped from the Raduss since the First Order attacks and follows them the whole time, move to the planet Crait where there is a rebel base. In there there's going to be a huge fight between the Rebelliance and the First Order following a fight between Kylo and hologram Luke (which meants Luke's death). The Rebelliance needs to escape again and Rey offers them the help by putting them all in the Falcon. What an amazing and climatic ending. The ending was a bit too long but I don't mind that since it was so... good! After that whole event, you see three little kids on the planet Canto Bight talking about the event in Crait. Those little orphans are also slaves. So when one of them, a boy, moves outside to clean things up, he grabs a broom with the force, looks up in the sky and sees hope. That very ending was enormously interesting. It means something. 

This movie isn't excellent nor great. Therefore I give it a 4 1/2. It was so good but they should give themselves more time to think of those plot points. The ending was really good and the very ending was interesting. I'm satisfied with the TLJ and all that hate of it is totally unnecessary. 

Before ending my review on TLJ, I do have got one question. How are they going to solve the Leia problem. Unfortunately Carrie Fisher died after the production of TLJ. And in the end of the movie, Leia's still alive. So I still wonder how they will solve this problem in episode nine.",4.5, Matien A
"December 24, 2017","""delivering all the emotion-rich action fans could hope for"".... Did we watch the same movie critics consensus??? At least Disney could have taken me on a couple more dates before they decided TO FUCK ME UP THE CORNHOLE THIS MOVIE BELONGS IN THE TRASH COMPACTOR!!!!!!!!!!!!!!",0.5, 
"December 24, 2017","Nonsensical as TFA, TLJ deconstruct everything the prequels and the OT stood for.",0, Joaquim B
"December 24, 2017","Massive plot holes, horrible storytelling and the surgical dismantling of a movie icon...horrific film. I hate Disney for this one. On a positive note, great cinematography and sound...otherwise total bust!",1, dave n
"December 24, 2017","This movie is propaganda-driven filth and an insult to any Star Wars fan, and the way it is being coddled by the MSM proves it is Disney-ganda shite.",0.5, Don E
"December 24, 2017","Why Last Jedi is bad:

Deliberate cliffhangers. Aside from 1-3, where they are more like a single movie broken up into 3 parts, the movies hadn't deliberately left major plot points teased, but unanswered.

Sure, we didn't find out Darth was Luke's father until Empire, but we didn't know it was an issue until then either.

We didn't find out Luke and Leia were siblings until RotJ, but didn't know it was an issue until then, either.

This time, they deliberately set up a Rey family plotline, then have deliberately not solved it. They tease ideas from the expanded unverse, but don't go all-in, or explain them.

The entire ""tracker disable"" subplot seems like someone read the finished script, then said ""that's fine, but it'd be better with a mini-Rogue One shoehorned into the middle."" No, it's not. It just slowed things down, and distracted from the main plot.

Cut that while subplot, and the movie gets better. Cut it before you start shooting, and you spend more time on the training montage.

It's also the first (outside 2-3) that's hard to watch/follow as a stand-alone. The first 4 (made, not episode numbers) are quite watchable without having seen any others or knowing what Star Wars is. This one fails on that. It assumes you've seen Awakens, but doesn't assume you know the rest, so it seems inconsistent. And that makes people uncomfortable, even if they can't understand why at the screening.

Shorten in. You know more movies are being made after, so don't rush plot points, or include too many, just to tick boxes. Simplify and it'll be better. More time for action. More time for training. More time for plot. So it'll be a fuller, more well rounded movie. The ""plot"" seemed to be small justifications for more action. The action was all over the place, but it didn't seem as plot-driven as it needed to be.

In all, that made the movie more a mess than masterpiece. It's enjoyable now, but if the next is any good, this will be the most forgettable of the lot. A filler to get from #1 to #3. Empire was never that. This movie tried to be Empire, while avoiding Empire so much that it never found its identity. It could have been a shot for shot remake of Empire, with some dialogue updates for the changes, and been better than what we got.

It was bad because it would have been so easy to have made it better.",3, Marc W
"December 24, 2017","Hands down, the worst Star Wars I have ever seen. RIP Star Wars, we had a good run.",0.5, Tayloe B
"December 24, 2017",Nice visuals and great scene in the throne room. The rest was just disrespectful to the whole saga and there was no connection to the Force Awakens. Also too much Disney and unnecessary PC culture bullshit.,0.5, Andreas T
"December 24, 2017","Enjoyable movie that can be watched and enjoyed on its' own. As a Star Wars movie it has some controversy, but I loved the themes and risks taken by Rian Johnson. Love Rose, hope she's given more to do in the future. One of my favorite Star War movies and can't wait to see it for the third time next week.",4.5, 
"December 24, 2017",Terrible movie. Not one original idea. Really weak storyline. Plot holes you could drive a star destroyer through. Very sad to see the continued erosion of the franchise.,1, Glen W
"December 24, 2017",Awful. Bizarre progressive agenda shoe-horned into a Star Wars movie. No one asked for this. The Jar Jar of the franchise.,1, 
"December 24, 2017","Acting was good, effects great, story was good. Not sure what more people wanted from this movie, I've been watching star wars since I was a kid and thought it was great.",5, Roger K
"December 24, 2017",Totally piece of shit,0.5, drag m
"December 24, 2017","I'm the same age as Rian J. I left the theater with a strange feeling, an empty feeling. I can't believe someone my own age could miss so badly on the character of Luke Skywalker. But the worst part, is that this film went against the Star Wars continuum. Why? I just went back and watched the trailer. It continues to tease the fans focusing on where TFA brought us. But the actual film does its own thing. Thanks Rian for ""making a film that you wanted to see"".",1, 
"December 24, 2017","This movie sucks! The director destroyed one of the greatest characters of all time ... Luke Skywalker. Luke, from single-handedly bringing down the Emperor and Darth Vader to now being scared to do anything and staying in his island elderly care center. On the bad guys side, Snoke was dumb enough to be betrayed and chopped like an onion just when he was saying that nobody could betray him. Kylo needs help to beat the pretorians ... what a difference with Darth Vader, Count Doku, Darth Maul, Palpatine. The bad guys were just lame ... a couple bums that tried to be bad guys and playing with light sabers. On another main character, Rey was doing great in the Force Awakens and during half of this movie, I was really looking forward to learn her origins .... daughter of Obi-Wan, Luke, Han Solo ... but of course, no epic origins at all; she was just sold by her parents for alcohol. I have the feeling that this new ""director"" was fighting inner ghosts of not being able to do anything comparable to the original trilogies and decided to just destroy it all .... and also trying to come out with some new and shocking story elements but at the same time trying not to follow theories posted by fans that at the end he just made a bunch of non sense in the name of ""originality"". The theories that Snoke was Darth Plagueis and that Rey was daugther or Obi-Was were really cool; a great movie and story could come out of that. This director should not be allowed to touch any Star Wars film/series/book/toy/mugs/toys for ever!!! He should move to a Galaxy Far Far Away.",0.5, David E
"December 24, 2017","I give it a 1 and 1/2 stars because there is only really 1 and a half scenese that were entertaining. The rest became annoying disaster that will leave me pondering what horror of a Star Wars film did I just watch?

Spoiler Alert! I am going to get extremely detailed on a ton of issues in this movie and some into the new series.

First, this movie is a blatant insult to all the fans of Star Wars who have followed the series to some good degree. This fails to deliver good story telling and follow up to TFA (The Force Awakens). I'm gonna save the best for last. If you want to see a MAJOR issue in the story that 80% of the movie would not exist without, then scroll to my major plot issue.

Now, TFA was a lot like The New Hope. When seeing another big planet killer weapon like the Death Star with the same flaws on it, it was quite a disappointment on level of stupidity, but I still enjoyed the movie overall even if I didn't like everything about it. I had some interest to see what it would be in Episode 8 and to answer the questions TFA emphasized and brought up. Sadly, TLJ (The Last Jedi) failed to bring anything intriguing and the more I saw the less I liked. They stuck with making the beginning like Star Wars Empire Strikes Back. Transport taking off on a planet trying to escape the First Order discovery and hunt down. The last battle at the end was a white planet with very similar Hoth battle set up. They even had a guy taste the ground to tell the audience that it is not snow that it is salt. This movie is a bad Empire Strikes back that is so blatant obvious for anyone watching.

The film really suffers from its plots and subplots. The filming is great, the graphics are good, and they have some really awesome scenes that I can see people looking for eye candy to be entertain by and like it; however, people who actually are story driven and more logical cannot possible like it, ignoring the ""I love Star Wars no matter what"" fanboy/girls.

1. Rey is a Mary Sue. Unfortunately, this point is proven in Episode 8 that the stronger Kylo gets through his hard training to the Dark Side: Rey will also become stronger, yet without any real training. It's the Force that gives her everything. Whatever! I liked Rey in TFA and I had hoped she'd would use a double bladed light saber due to her familiar use of a staff, which would make sense, but I am also a USA Knight fighter and using a light saber, especially a single hand weapon without prior training, is difficult and dangerous. It's not something you get good at overnight or over a few weeks, especially against highly trained and experience fighters. She manages to beat such individuals and this one multiple at the same time.

2. Force Balance... I am not sure this is what the Force Balance implied when it comes to light and dark. This film turns that if there is more Light then there has to be an equal of Dark, so this series now has more problems with this issue. I could write a long time on this subject a lone, but I am going to spar the readers from this, but it is now predictable on where Episode 9 will go and must go to stay true to this new lore.

3. The First Order. This is an issue with both films. The movies failed to give any background on why there is a First Order in the first place, and how it came to power after their main weapon and forces were defeated in TFA. TLJ suddenly starts in chaotic ""Resistance"" being annihilated from existence and the First Order in complete galactic control. WTH happen? Oh, we have to read some visual books to get the story? Thanks Destiny! I mean Disney... Why are all their ships slower than the Resistance? So, a Star Destroyer can chase a smaller episode and board it in a New Hope, yet no First Order ships can catch up to the rebels? Also why is there no shields on their big ships? Dreadnought does not have any shields?

4. Rose... She is a worthless character created for diversity, or let's say modified for it. Now we have some weird love triangles going on here. If it wasn't for Holdo, there would be no place for her. The most hated scene is her preventing Fin from making the ultimate sacrifice to save the people he love and die a hero rather than a fleeing coward. She does this whole stupid speech about ""I saved you"" and ""it is about saving the ones we love"" the exact thing he was trying to due and then the First Order blows up the door to leave them to vulnerable to kill everyone that he was willing to die to save thanks to this woman, and then she is like awkwardly does this force kiss Fin, leaving Fin with this look of you are a dumb bitch look upon his face. It was a huge WTF expression left on his face..

5. Laws are broken. Bombers in this movie apparently apply gravity in space and ignore the vacuum of space.

6. Leah... We can all agree how dumb founded we felt watching that scene of Super Leah!

7. Sidequest - The sidequest of Rose and Fin was the dumbest Harry Potter and PETA forced political scenes in Star Wars history. I prefer to hear about the seductive reasoning of Anakin's hatred of sand again than to watch that scene.

8. Luke... Was it necessary to scar my eyes and kids with the tit milking and drinking? Really? You can't help but be a twisted pervert Disney... Luke is a butchered character. He was willing to help and turn Darth Vader, his father, who had done a lot of bad things and refused to fight or kill him, yet he wanted to murder Ben in his sleep? I am pretty sure they could have found a better explanation because they just make Luke, one the original heroes, into a crazy hypocritical bitter whiner. Terrible! 

9. This movie a gotchya bitch slap you in the face. This whole movie is to try to get you to think one thing and slap you in the face. Holdo is a traitor? NOPE *Slap!* Gonna answer Rey's parent question mirror? NOPE! It's a worthless scene! *SLAP!* Oh, no her parents are worthless nobodies... *SLAP!* Is Phasma gonna be useful in the film? Nope! *Slap!* Remember that Sea Dragon battle with Rey that was planned? Here it is in the background, but it won't be fought... *Slap!* Leah died... NOPE *SLAP!* Luke is here and going to fight Kylo! Nope! Force projection! *SLAP!!!* Rian Johnson: "" I am going Slap Happy!""

10: Little was answered in this film, but the little that was turned out extremely disappointing. The movie created more conflicting questions.

11. Light speed is now a weapon? Okay, why have they not been using it as weapon ever until now to destroy major fleets? You lose more ships and lives in space combat, and it now seems irrelevant on why anyone would want to engage in combat when you can create auto ships to light speed into enemies, including planets. with devastating effectiveness. Who needs Death Stars when you can create a decent size light speed missile?

12. MAJOR Plot flaw for the ENTIRE MOVIE was Holdo. Yes, this film story would never exist if it wasn't for Holdo. Luke would be alive or died in another fashion. There would exist more rebel fighters if it wasn't for her. I literally could not help, but tell my friend, ""HOLD THE DOOR,"" when she was introduce because I thought the guy said Holdor. The stupid purple hair lady of feminist. This movie actually does more harm to feminist if you look at this story plot. How is she such a disaster of a character and harm to feminist? Let's first focus on the commander position. They are engaged in a long turtle race that is only a matter of time before they run out of fuel and get killed. Everyone knows this, and it gets more desperate as time goes and losing ship after ship. People do not want to sit around and wait for their time to die when they have some power of resisting or hope to live. Commander Holdo refused to tell Poe and the crew the plan, likely to make him look like a sexist male figure to show that we should had trusted the female leader, this refusal to inform your crew of a plan, even at gun point, fails to inspire troops and ensure confidence in your command, especially when it was just granted to you in a tragic lost. This is the time to show your worthiness of command and earn the respect of your followers, yet she fails and in that failure she cost more lives. How? She refused to tell Poe that, understandably, lead Poe to take matters into their hands to try to save the Resistance because of incompetent Command,, which was lead for us to believe or think she is a traitor: Poe even states she's a traitor later on to enforce this perception to help those who suspect that to get another bitch slap. Now, we have Fin trying to escape and leave because he actually has a brain to get off this disaster, but he gets stopped by fangirl Rose. These two go to Poe to explain a plan about a disabling the light speed tracker on Snoke's ship, whom didn't even know his ship had such a thing on his own bloody ship and had to have general Huxs point that out. Anyways, this sidequest subplot lead to Fin and Rose getting this 2nd master hacker that they had to settle with by conveniently being in the same jail cell with the guy, who could have walked out any time, but he for some reasoned happened to be in that cell and stayed in there just in time for Fin and Rose to get thrown in. Totally not convenient at all..*Rolls Eyes*. This person leads to betraying the Resistance when they get caught causing more Resistance fighters to be slaughter, the last Hoth battle to occur, and the death of Luke Skywalker. It all happened because Holdo refused to be an actual competent commander and to inspire her forces in desperate times when troops are facing complete destruction by running away waiting for their deaths to occur. If she would have told Poe, this would had all been avoided. They made females like dominant commanders in this film on screen and made them completely incompetent and showed why women should not lead. It is like women leaders have lead the Republic to ruins and destruction. Rey is only good because the Force makes her a Mary Sue of everything, and it has nothing to due with her own hard struggles, will, determination, and skill. She even begs a male figure to quote. ""Show her her place in all this."" Damn! I would think feminist would hate this movie. Phasma was a completely worthless character again. If she returns in the Episode 9, she will be a joke of the Star Wars series: the Kenny of Star Wars, she will be. She is a talented actress and interesting character, but they did not do anything with her in TFA and TLJ, but kill her off quickly and make her look pathetic. 

I did not have major issues with the Prequels or TFA. They all had their good and bad, but this episode kills the future of Star Wars for me and many fans. I will say that I did not like Kylo in TFA, but I did like his character more in this film and Rey less; however, this film is still pretty much trash and terrible story telling. I have seen this film multiple times because of my job, but it gets worse and confirms what I have been thinking on this film since I saw it. I would give it a 4/10 rating. The only thing good about this film are the visual affects and a scene or two. Everything else is dumb, pointless, and violation to my childhood. Star Wars, and story-telling. I may even say this movie made miss Jar Jar Binks. At least he created a long fun hatred of the character, this film leads to a salty end of Star Wars where I no longer care about Episode 9 or anything. In fact, I think they should do a reboot of this series with an actual good story teller and competent writer. I don't need Marvel humor in Star Wars either, especially when it is failed Marvel humor. It is out of place , and it was done so poorly that it became cringey.",1.5, Jonathan D
"December 24, 2017","La película hizo que tuviera sentimientos encontrados, algunas escenas son realmente impactantes, pero hay otras que son aburridas, absurdas e innecesarias. Considero que hay aspectos que no son propios de una película de Star Wars, lo que hicieron con el personaje de Luke Skywalker me parece una burla, parece que el Director Rian Johnson se paso por el arco del triunfo mucho de la cultura Star Wars... Primer película de StarWars que termino por decepcionarme.",2, Mario S
"December 24, 2017",Stop hating on this movie,5, Josh%20 L
